	target_text	input_text	prefix
996	there are some undelete utilities for linux. dunno if they work. you might want to try them out :)	Can anyone help me please how to recover all my files from trash, coz i delete them all 	CHAT
997	 you might want to look for a docky ppa, that may have more up to date versions and more plugins	How do i install workspace switcher for docky? I guess docky is part of gnome-do? 	CHAT
998	have you tried through System-Administration-Networking?	hi everyone can anyone help me configuring a static ip...? 	CHAT
999	you might be able to use `which conky` to determine where the executable is. In my experience, most programs from apt are usually installed in /usr/share/<programname> if that helps	could anyone help me a bit with this conky? i downloaded this config and it said that all the files need to be in the same folder in order for conky to work properly, where should i put it? 	CHAT
1000	wine? can you config wine with itunes???	how do you download itunes in ubuntu 	CHAT
1001	did you try a different version? or looking up that bug. try looking up the bug first and if there's still no luck try a different version of compiz	Anyone mind helping with Compiz? The water effect (Super + CTRL) works but the cube, nor anything else, does 	CHAT
1002	have you tried to reconfigure the xorg.conf ?	Does anyone know why my XGL sessions look like this: http://www.vampsworld.com/Screenshot.png My video card is ATI Radeon 9550 	CHAT
1003	options seem fine, can you also pastebin /var/log/eciadsl.log	have you seen my prvate message? yes i have 	CHAT
1004	Mastershrek: could you help me to partition my 10 gb hd for xubuntu?	could somebody help me to partition my 10 gb hd for xubuntu? 	CHAT
1005	they should do but you might need to experiment with different versions for best results	I have a linksys wireless using a bradcom chipset Will the windows drivers work with ndiswrapper with all the devices that use broadcom chipset? 	CHAT
1006	have you tried clicking the Show Desktop icon on the bottom left hand corner of the screen?	> anyone know how to make it that when i click on my desktop it minimizes or hides all open windows? sorta like how macs are 	CHAT
1007	can you digg it?	http://digg.com/users/slimjimflim   this is the funniest rant on all da intrawebz 	CHAT
1008	you might want to try 'oping' as well (i haven't used it so unsure on it's value)	Is there a way to move all packages/programs from another distro onto Ubuntu 'easily'? mixing distros packages is crazyness 	CHAT
1009	you might want to try #freenode	hmm...I'm having an problem connecting to freenode with a registered user, using empathy on ubuntu 11.10. I have entered my password however it never connects. I can obviously connect via the webchat client with my registered name. 	CHAT
1010	can you run  windows msn on linux?>	hey i have unbuntu and my master volume control doensnt work? 	CHAT
1011	for kde apps you might have better luck in #kubuntu	hey all, trying to setup gmail type accounts on kmail, cant get sending to happen though, keep getting this error:  Transport 'Unnamed' is invalid. 	CHAT
1012	you might want to check with xorg.conf file	please advise, what controls the gnome login screen resolution? system->pref->screen resolution 	CHAT
1013	have you tried to connect to the box via ssh?	hello, How can I open port 22 or 21 for ssh? or are they already open do you have iptables running? and do you have sshd running? 	CHAT
1014	that's the inverse of the problem I had. have you tried booting from the live cd to see if it's the system itself or hardware related?	can someone help me to fix my audio problem IDK if I can help you but what's your problem? I had a crazy volume issue where if the volume was < 20% it was muted >20% it was only psycho loud. 	CHAT
1015	heheh. have you tried changing your screen resolution?	Hi! I use ubuntu feisty with special 3d effects active. Everytime I open a program, like firefox or xchat, the window height and width are bigger than my screen size. So I need to resize the window to use the program. But if I close it and start the same program again, the window back giant again! What can I do? How Can I tell to my window manager: I want my windows opening with no more than 800x600 pixels 	CHAT
1016	i can not change my mac adres on ubuntu. can you help me ?	Hi tim_desta! What's that we can help you with? 	CHAT
1017	hi. could you be specific?	hi how can i get a registration? 	CHAT
1018	could you please me specific	Hey guys... can anyone help me to setup a wireless printer ?? 	CHAT
1019	can you play other files with totem? have you tried to use another player to play this file?	I need help. When trying to watch Super Troopers in the Totem video player, 'An error occurred. Could not open location; you might not have permission to open the file.' even if I start it with gksudo totem. 	CHAT
1020	you might beinterested in: To replicate your packages selection on another machine (or restore it if re-installing), you can type  dpkg --get-selections > ~/my-packages , move the file 'my-packages' to the other machine, and there type  sudo dpkg --set-selections < my-packages && apt-get dselect-upgrade  - See also !automate	Xubuntu says after loggin in that it can;t find the internetname, but it's already 100% ok in /etc/hosts and DNS is also working OK. SSH is sometimes slow to other machines in startup.. so there is a DNS issue... never had this on Debian... what can it be ? To disable ipv6 read https://help.ubuntu.com/community/WebBrowsingSlowIPv6IPv4 	CHAT
1021	could you rephrase please? i did not understand	im writing a script to execute after installing ubuntu...its important for me to include in that script where icons should be places...any idea? placed 	CHAT
1022	im not positve but you might be able to do that with ffmpeg	hi, wondered if anyone knew of a command line tool that could take the ID3Tag from one file and transfer it to another file? 	CHAT
1023	ive never scripted before but could you create a script to check if your connection is up, if it is run the other script?	erUSUL; re. running a script when an interface is up.. I think i need to make sure the script runs when I have wifi connectivity.. is this possible? erUSUL; one thing I've noticed, is that firestarter is never able to start - because although the interface is up.. wifi hasn't been started 	CHAT
1024	can you tell me where to put the fonts ?	hello! Can I use Windows fonts on Ubuntu? 	CHAT
1025	but, can you google while googling the google of googles?	my google-fu is strong :P 	CHAT
1026	looks like a syntax error, you might try the support list or channel for the dmx usb module	hi guys, i got a problem while make: http://paste.debian.net/36617 <-- 	CHAT
1027	you might lose some files though :/	SO I'm running a block check on my data partition with e2fsck -c .. It got up to block 1 million or so and is spatting out 'exception emask' and Buffier I/O error on device at logical block 1[xxxxxx]  - is this just a process of finding the bad blocks and marking them, or is it unable to mark the blocks because of these errors? though fear not - i've never know fsck not to be able to fix a problem! 	CHAT
1028	have you tried editing /boot/grub/menu.lst	HELP I can't edit my GRUB 	CHAT
1029	have you tried using banshee	hey guys how can i copy music to my new iphone 3G *3GS ?? 	CHAT
1030	can you give me a link to read up on that??	<booster_> wait till MS goes suedo open spurce and see what happens with wine then <booster_> untill that you could read up on how to use the official dll files in wine for dx 	CHAT
1031	did you try the chinese channel?	is there anyone can speak Chinese 	CHAT
1032	did you try the whole ubuntu-restricted-extraas package?  i found that worked better than indiviual flash	I installed the flash-nonfree package from multiverse on hardy but youtube videos still won't play yup 	CHAT
